frame,perception,decision,cover,squad,sim_step,serialisation,frame_ms
377,0.2836,0.5750,0.0891,0.0459,0.3526,0.1223,6.5643
378,0.2692,0.6342,0.1383,0.0552,0.2329,0.1023,6.6727
379,0.3621,0.7034,0.1291,0.0588,0.2641,0.1221,6.7169
380,0.3171,0.6793,0.1042,0.0449,0.2091,0.1024,6.6413
381,0.2859,0.6431,0.0834,0.0498,0.2835,0.0962,6.8706
382,0.3757,0.5615,0.1038,0.0456,0.2837,0.1084,6.4308
383,0.3432,0.5115,0.1343,0.0531,0.2987,0.1311,6.5959
384,0.2929,0.6412,0.1349,0.0404,0.2911,0.0893,6.8712
385,0.3592,0.6045,0.1182,0.0513,0.1609,0.1111,6.7667
386,0.3071,0.5658,0.1074,0.0487,0.3289,0.0985,7.0445
387,0.1889,0.5603,0.1247,0.0499,0.2131,0.0904,6.7873
388,0.2442,0.5144,0.1010,0.0460,0.3059,0.1086,5.9354
389,0.3631,0.5488,0.1098,0.0620,0.2767,0.0821,6.4586
390,0.2686,0.5128,0.1142,0.0563,0.2941,0.0801,7.3289
391,0.2572,0.6100,0.1205,0.0555,0.2668,0.1066,7.2231
392,0.3041,0.5065,0.1257,0.0442,0.2651,0.1027,6.6453
393,0.2877,0.6733,0.1167,0.0406,0.3154,0.0948,7.0778
394,0.2717,0.6495,0.1254,0.0306,0.2198,0.0839,6.9860
395,0.2184,0.6789,0.1389,0.0536,0.3072,0.0929,6.6868
396,0.3097,0.6364,0.1322,0.0485,0.2517,0.0919,6.7888
397,0.2282,0.4917,0.1129,0.0460,0.2691,0.0617,6.3114
398,0.2892,0.6671,0.0858,0.0478,0.2991,0.1070,7.0405
399,0.3456,0.5093,0.1310,0.0476,0.2476,0.1221,6.4218
400,0.2631,0.5647,0.1053,0.0573,0.2953,0.1202,6.7245
401,0.2734,0.6906,0.1087,0.0467,0.2732,0.1006,7.0379
402,0.2738,0.6305,0.1195,0.0409,0.2358,0.0968,6.7140
403,0.3139,0.6415,0.1208,0.0468,0.2972,0.0855,6.3177
404,0.2856,0.4761,0.1111,0.0446,0.2576,0.0994,6.2429
405,0.2817,0.4517,0.1225,0.0436,0.2964,0.0591,6.2231
406,0.3105,0.3882,0.1137,0.0507,0.2842,0.0784,6.4921
407,0.3065,0.5156,0.1329,0.0496,0.2808,0.0935,6.7374
408,0.3042,0.6987,0.1278,0.0455,0.2709,0.1133,6.6548
409,0.3166,0.6454,0.1169,0.0331,0.2854,0.1031,6.7397
410,0.2670,0.7052,0.1177,0.0455,0.2509,0.1052,6.3749
411,0.2565,0.7741,0.1428,0.0576,0.3354,0.1086,6.3861
412,0.3520,0.7079,0.1285,0.0358,0.3305,0.1198,6.7317
413,0.3056,0.6677,0.1185,0.0580,0.2833,0.1100,6.7678
414,0.2355,0.5132,0.1752,0.0520,0.3333,0.1165,7.1243
415,0.3242,0.5480,0.1203,0.0360,0.2723,0.1132,5.9851
416,0.3086,0.6719,0.1432,0.0433,0.2534,0.0727,6.3965
417,0.3233,0.7807,0.1000,0.0600,0.2974,0.0928,7.4932
418,0.1899,0.5941,0.1238,0.0655,0.3533,0.1330,6.6987
419,0.3429,0.7193,0.1290,0.0526,0.2725,0.0941,6.4520
420,0.3852,0.5610,0.0836,0.0519,0.2786,0.1026,7.1922
421,0.2954,0.5768,0.1069,0.0498,0.2621,0.1030,7.5052
422,0.3172,0.5250,0.1538,0.0563,0.3133,0.1104,6.9152
423,0.3295,0.7235,0.1376,0.0598,0.2595,0.1000,6.5971
424,0.3419,0.6728,0.1118,0.0543,0.3873,0.1181,6.5603
425,0.2960,0.6556,0.1194,0.0528,0.3282,0.1048,6.4362
426,0.3313,0.5915,0.1220,0.0459,0.2234,0.0818,6.4926
427,0.2531,0.3620,0.1401,0.0415,0.2504,0.1078,5.6507
428,0.3588,0.5326,0.1316,0.0465,0.2925,0.1015,6.6632
429,0.2199,0.4712,0.1193,0.0603,0.2577,0.1078,6.4836
430,0.3212,0.6870,0.0937,0.0520,0.2727,0.0954,6.4725
431,0.2655,0.5097,0.1007,0.0683,0.3496,0.1001,6.8110
432,0.2572,0.3561,0.0880,0.0510,0.3389,0.0994,6.0981
433,0.2894,0.5125,0.0955,0.0483,0.2636,0.0881,6.2386
434,0.2592,0.6207,0.1444,0.0485,0.3715,0.0764,6.8009
435,0.2493,0.5859,0.1218,0.0541,0.3262,0.0919,6.2660
436,0.2917,0.6258,0.1077,0.0565,0.3489,0.0792,6.8159
437,0.3446,0.4314,0.1236,0.0484,0.2217,0.1192,6.5525
438,0.2790,0.6389,0.1313,0.0556,0.3037,0.1060,6.3705
439,0.2815,0.6113,0.0714,0.0656,0.2645,0.0846,6.0470
440,0.3109,0.6028,0.1098,0.0470,0.2436,0.0890,6.5745
441,0.2718,0.6595,0.1175,0.0510,0.2966,0.1186,6.8908
442,0.3100,0.5857,0.1059,0.0475,0.3079,0.1033,6.5469
443,0.2416,0.4656,0.1256,0.0575,0.2953,0.0799,6.4033
444,0.3097,0.5195,0.1261,0.0485,0.2458,0.0818,6.7686
445,0.3156,0.5222,0.1022,0.0565,0.3044,0.0955,7.0621
446,0.2873,0.5074,0.1391,0.0486,0.2941,0.1006,6.2843
447,0.2480,0.5830,0.1446,0.0427,0.3356,0.1032,6.3321
448,0.3117,0.6497,0.1042,0.0344,0.2946,0.0838,6.8072
449,0.2163,0.5876,0.1058,0.0392,0.2701,0.1025,6.3589
450,0.2483,0.6186,0.0894,0.0539,0.3000,0.1245,6.8925
451,0.3155,0.6231,0.1205,0.0403,0.3397,0.1077,6.6634
452,0.2499,0.7298,0.1293,0.0414,0.3074,0.1276,6.7788
453,0.3175,0.5636,0.1090,0.0578,0.4056,0.1017,6.7192
454,0.3347,0.5734,0.1327,0.0560,0.2385,0.0844,6.5981
455,0.3364,0.6242,0.1417,0.0400,0.3001,0.0909,6.7625
456,0.3141,0.5152,0.1160,0.0415,0.2908,0.0876,6.4215
457,0.3096,0.5429,0.1401,0.0454,0.3146,0.1041,6.3556
458,0.2905,0.5270,0.1137,0.0480,0.3541,0.0939,7.0835
459,0.3195,0.4860,0.0796,0.0549,0.1990,0.1104,6.7486
460,0.3170,0.5817,0.1156,0.0519,0.2677,0.0922,6.5186
461,0.3510,0.5459,0.1266,0.0416,0.2510,0.0800,6.5387
462,0.3298,0.6266,0.1114,0.0544,0.2659,0.1054,6.7730
463,0.3236,0.3842,0.0973,0.0556,0.2756,0.1326,6.4007
464,0.2760,0.7301,0.1297,0.0638,0.3007,0.0970,7.0075
465,0.2657,0.5611,0.1103,0.0484,0.3116,0.0930,6.6837
466,0.2783,0.6769,0.0720,0.0485,0.2869,0.0844,6.9408
467,0.3094,0.7115,0.1367,0.0546,0.2739,0.0842,6.7066
468,0.2800,0.6217,0.1119,0.0722,0.2151,0.1170,6.4817
469,0.2895,0.6805,0.1200,0.0412,0.2968,0.0972,6.1287
470,0.3086,0.5083,0.1071,0.0535,0.2922,0.0958,7.1941
471,0.3182,0.5467,0.1241,0.0491,0.1906,0.0772,6.1032
472,0.3897,0.5840,0.1152,0.0459,0.3198,0.1004,7.2491
473,0.3342,0.7429,0.1180,0.0527,0.2625,0.0976,6.3069
474,0.2748,0.5174,0.1087,0.0588,0.2906,0.1177,6.8162
475,0.3399,0.6872,0.1095,0.0558,0.2670,0.0923,7.0973
476,0.3939,0.5151,0.1501,0.0560,0.2457,0.1040,6.7722
477,0.3163,0.5691,0.0977,0.0502,0.3149,0.1113,6.8505
478,0.3478,0.5140,0.1193,0.0525,0.3204,0.1023,6.8060
479,0.3058,0.7820,0.0821,0.0498,0.3802,0.1034,6.3738
480,0.3058,0.4757,0.1082,0.0516,0.3493,0.1067,6.7906
481,0.3441,0.6174,0.1051,0.0493,0.2936,0.0960,6.5127
482,0.2844,0.4698,0.1022,0.0493,0.2654,0.1005,6.8773
483,0.3130,0.5972,0.0997,0.0422,0.2952,0.0874,6.7586
484,0.2535,0.6116,0.1187,0.0572,0.2641,0.0946,6.6708
485,0.3024,0.7463,0.1155,0.0461,0.2671,0.1068,6.8519
486,0.3300,0.4802,0.1629,0.0633,0.2787,0.0825,6.6424
487,0.3180,0.4067,0.1202,0.0393,0.2985,0.1199,6.8010
488,0.2348,0.7197,0.1357,0.0474,0.3003,0.1219,6.6640
489,0.2993,0.5516,0.1400,0.0345,0.3374,0.0860,6.9162
490,0.2296,0.5189,0.1096,0.0560,0.2145,0.1087,6.2539
491,0.3538,0.5731,0.1284,0.0488,0.3525,0.0948,6.7441
492,0.3859,0.6067,0.1319,0.0447,0.2881,0.0673,6.7549
493,0.2720,0.4698,0.0955,0.0582,0.2972,0.0781,6.9945
494,0.2699,0.5681,0.1243,0.0418,0.2146,0.0892,6.8489
495,0.3412,0.4632,0.1409,0.0502,0.3002,0.1007,6.7158
496,0.2567,0.5213,0.1078,0.0473,0.3050,0.0824,6.9808
497,0.2726,0.5490,0.1322,0.0531,0.2663,0.0846,6.2691
498,0.2308,0.6990,0.1388,0.0635,0.3002,0.1048,6.9556
499,0.3412,0.5776,0.1261,0.0655,0.2115,0.0797,6.3236
500,0.3326,0.7029,0.1141,0.0548,0.2780,0.1043,6.6308
501,0.2988,0.5996,0.1396,0.0661,0.2066,0.1077,6.6170
502,0.3419,0.6920,0.1335,0.0558,0.2416,0.0754,7.2225
503,0.3524,0.5175,0.1424,0.0548,0.1808,0.1130,6.2756
504,0.3505,0.5410,0.1071,0.0388,0.2712,0.1147,6.4294
505,0.2194,0.7859,0.1520,0.0550,0.2583,0.0825,6.2794
506,0.3242,0.7127,0.1016,0.0500,0.2688,0.0963,6.8986
507,0.3907,0.5448,0.1347,0.0579,0.2685,0.0978,6.3066
508,0.3468,0.5539,0.1087,0.0505,0.2453,0.0849,6.5039
509,0.3645,0.5822,0.1291,0.0394,0.2011,0.1263,6.5275
510,0.2332,0.5908,0.1305,0.0375,0.2443,0.1038,6.2734
511,0.3346,0.6835,0.1277,0.0469,0.2781,0.0908,6.7239
512,0.3138,0.5739,0.1369,0.0688,0.2578,0.1050,6.8945
513,0.3280,0.5793,0.1117,0.0573,0.3053,0.1073,6.4562
514,0.3274,0.6691,0.1168,0.0547,0.3681,0.0728,6.9847
515,0.2491,0.4814,0.1159,0.0540,0.2821,0.0831,6.0486
516,0.2758,0.6012,0.1056,0.0391,0.3512,0.0878,6.6154
517,0.2761,0.5491,0.1207,0.0478,0.3052,0.0828,6.1504
518,0.3849,0.5935,0.1334,0.0586,0.3025,0.1005,6.3218
519,0.2303,0.6852,0.1318,0.0541,0.2125,0.0690,6.2761
520,0.2485,0.6139,0.1022,0.0615,0.2547,0.0918,6.8237
521,0.3143,0.5216,0.1343,0.0640,0.2300,0.0964,6.2474
522,0.2153,0.6547,0.1322,0.0571,0.2975,0.0707,6.6195
523,0.2708,0.4972,0.1007,0.0556,0.2679,0.1286,6.6579
524,0.2166,0.6781,0.1418,0.0502,0.2305,0.1258,6.2603
525,0.2963,0.4332,0.0981,0.0376,0.3245,0.1172,6.3886
526,0.2406,0.5947,0.1266,0.0389,0.2326,0.0985,6.7375
527,0.3033,0.6394,0.0981,0.0318,0.2928,0.0866,6.6157
528,0.2835,0.6422,0.1064,0.0606,0.2813,0.1077,6.8659
529,0.3456,0.6355,0.0893,0.0454,0.3563,0.1069,6.9433
530,0.3205,0.5436,0.1081,0.0453,0.3275,0.1053,7.1724
531,0.3219,0.7664,0.1281,0.0413,0.3515,0.1050,7.2642
532,0.3095,0.5712,0.1230,0.0418,0.2308,0.0869,6.4089
533,0.2402,0.5909,0.1254,0.0649,0.3558,0.0993,6.9368
534,0.2903,0.6345,0.1194,0.0460,0.2831,0.0782,6.7812
535,0.2872,0.5043,0.1136,0.0541,0.2519,0.1070,6.6863
536,0.3690,0.5038,0.1180,0.0538,0.3420,0.1039,6.9131
537,0.2350,0.5483,0.1494,0.0479,0.3694,0.0892,6.5572
538,0.2293,0.6564,0.1247,0.0649,0.2868,0.0963,6.2418
539,0.2964,0.6840,0.1331,0.0591,0.3158,0.0993,6.9668
540,0.3077,0.4816,0.1504,0.0528,0.2364,0.1057,6.6199
541,0.3443,0.7284,0.0659,0.0541,0.3435,0.0859,6.2711
542,0.3124,0.6299,0.1262,0.0418,0.2606,0.1029,6.8950
543,0.3976,0.6262,0.1093,0.0325,0.3247,0.0980,6.7557
544,0.2560,0.6655,0.0880,0.0508,0.2850,0.1045,7.0377
545,0.2956,0.6084,0.1353,0.0385,0.2678,0.1010,6.9309
546,0.2643,0.6718,0.1269,0.0389,0.2184,0.0787,6.6405
547,0.3092,0.6646,0.1347,0.0459,0.3246,0.1122,6.9318
548,0.3214,0.4850,0.1265,0.0423,0.2303,0.0948,6.5418
549,0.2976,0.5705,0.1021,0.0514,0.2491,0.0790,6.5775
550,0.3650,0.5638,0.1010,0.0603,0.3515,0.0956,6.6743
551,0.3095,0.8642,0.1224,0.0574,0.2985,0.0728,6.5959
552,0.2448,0.6388,0.1219,0.0634,0.2687,0.1046,6.6646
553,0.3062,0.8076,0.1251,0.0610,0.3343,0.0909,7.1300
554,0.2829,0.6098,0.1228,0.0502,0.2604,0.1233,6.5701
555,0.3315,0.7506,0.1312,0.0577,0.3381,0.1163,7.4395
556,0.2359,0.7757,0.1205,0.0369,0.2532,0.0791,6.6949
557,0.2332,0.5097,0.1253,0.0512,0.2466,0.0965,6.4328
558,0.3034,0.5994,0.1160,0.0566,0.2127,0.0926,6.6206
559,0.2820,0.5504,0.1121,0.0516,0.3322,0.0972,6.5454
560,0.3160,0.5782,0.0852,0.0520,0.2642,0.0914,6.7754
561,0.3020,0.5492,0.0808,0.0371,0.2806,0.0982,6.6793
562,0.3100,0.5570,0.0972,0.0418,0.2742,0.0828,6.7896
563,0.2403,0.4388,0.1165,0.0367,0.3483,0.0851,6.4503
564,0.2890,0.5262,0.0882,0.0360,0.3163,0.1153,7.2200
565,0.2342,0.6504,0.1197,0.0563,0.2584,0.1108,6.8987
566,0.3273,0.7302,0.1169,0.0616,0.2506,0.1250,5.9875
567,0.3006,0.5280,0.1200,0.0577,0.3102,0.1014,7.1284
568,0.2336,0.5267,0.1472,0.0525,0.1929,0.1051,6.1026
569,0.3665,0.7029,0.1102,0.0597,0.2450,0.1138,6.9718
570,0.2943,0.4721,0.1150,0.0328,0.2563,0.0722,6.8074
571,0.2565,0.3811,0.1305,0.0528,0.2587,0.1318,6.6434
572,0.3030,0.5420,0.0668,0.0536,0.3203,0.0911,6.1529
573,0.2981,0.4495,0.1201,0.0558,0.3434,0.1040,6.6299
574,0.3337,0.7260,0.1143,0.0408,0.2468,0.0811,6.4760
575,0.2946,0.6309,0.1228,0.0505,0.2650,0.1064,6.9357
576,0.3342,0.7348,0.1148,0.0481,0.3512,0.1030,7.0099
577,0.2849,0.6872,0.1128,0.0424,0.2775,0.0934,6.9483
578,0.2830,0.6111,0.1161,0.0526,0.2535,0.1166,6.2057
579,0.2827,0.5362,0.1317,0.0503,0.3004,0.0950,6.3809
580,0.2496,0.5699,0.1104,0.0521,0.2949,0.1147,6.5596
581,0.2663,0.5045,0.1211,0.0527,0.3618,0.1027,7.1364
582,0.3843,0.5056,0.1418,0.0585,0.3365,0.0999,7.0131
583,0.2784,0.5937,0.1203,0.0634,0.2710,0.1143,6.6609
584,0.2681,0.6218,0.1319,0.0447,0.3066,0.0893,6.3993
585,0.3099,0.5788,0.1023,0.0378,0.2810,0.1036,6.4756
586,0.3084,0.4626,0.1271,0.0531,0.2917,0.0908,6.5575
587,0.3059,0.6962,0.1250,0.0519,0.2496,0.1129,7.0933
588,0.2778,0.6575,0.1255,0.0496,0.2260,0.1263,6.1032
589,0.3136,0.5662,0.1406,0.0468,0.2817,0.1092,6.7948
590,0.2766,0.6613,0.1270,0.0574,0.2586,0.0993,6.5630
591,0.2623,0.6229,0.1274,0.0606,0.2664,0.1058,6.9876
592,0.2949,0.6057,0.1224,0.0448,0.2386,0.1167,6.6749
593,0.2967,0.4885,0.1221,0.0588,0.2318,0.0867,6.8162
594,0.3642,0.7392,0.1101,0.0545,0.2486,0.1078,6.7153
595,0.3088,0.7202,0.1261,0.0482,0.2823,0.1040,6.6365
596,0.3093,0.6537,0.1479,0.0346,0.2303,0.0815,6.9186
597,0.4092,0.6173,0.1222,0.0585,0.1780,0.0973,5.7533
598,0.3069,0.5545,0.1113,0.0525,0.2556,0.1166,6.5966
599,0.3170,0.8269,0.1120,0.0569,0.2455,0.1186,7.1642
600,0.3063,0.6886,0.1488,0.0603,0.2801,0.0992,7.1128
601,0.2343,0.5462,0.1287,0.0542,0.3575,0.1262,6.7435
602,0.3197,0.4824,0.1167,0.0519,0.2706,0.1009,6.7230
603,0.2576,0.5494,0.0883,0.0585,0.2361,0.0747,6.6934
604,0.2905,0.6861,0.1134,0.0658,0.3097,0.1022,6.8020
605,0.2908,0.6720,0.1556,0.0469,0.2348,0.1089,7.0256
606,0.2336,0.5384,0.1023,0.0542,0.3010,0.0891,6.1846
607,0.3304,0.4172,0.1314,0.0489,0.3596,0.1147,6.4306
608,0.2878,0.5754,0.1071,0.0506,0.3200,0.0777,6.5511
609,0.3663,0.6659,0.1056,0.0440,0.2446,0.0763,7.0427
610,0.3031,0.5381,0.0946,0.0472,0.2588,0.1254,6.4314
611,0.3051,0.6950,0.1318,0.0487,0.1898,0.1207,6.8677
612,0.2808,0.5921,0.1031,0.0434,0.2187,0.1074,6.6984
613,0.3077,0.6691,0.1295,0.0509,0.2435,0.1087,7.0595
614,0.3279,0.7104,0.1116,0.0428,0.3316,0.0914,6.8874
615,0.2916,0.6019,0.1152,0.0460,0.2065,0.1281,6.6493
616,0.2150,0.5199,0.1001,0.0445,0.1750,0.1085,6.8456
617,0.2891,0.6657,0.1306,0.0408,0.3302,0.0752,6.5625
618,0.2842,0.7109,0.1221,0.0491,0.2469,0.1013,6.7269
619,0.3322,0.7230,0.1330,0.0501,0.2737,0.1235,6.8947
620,0.2993,0.7583,0.1476,0.0542,0.2755,0.0907,7.1391
621,0.2800,0.6846,0.1062,0.0508,0.2965,0.1021,6.7889
622,0.3168,0.5011,0.1005,0.0489,0.3542,0.0982,6.3477
623,0.2710,0.6030,0.1408,0.0458,0.3030,0.1027,6.5620
624,0.2585,0.5866,0.1073,0.0539,0.2077,0.1165,6.7529
625,0.3254,0.7317,0.1306,0.0375,0.2822,0.1066,6.6137
626,0.2503,0.6380,0.1290,0.0469,0.2701,0.0926,6.4608
627,0.2975,0.6943,0.0917,0.0475,0.3462,0.1046,6.8269
628,0.3367,0.5119,0.0988,0.0379,0.2203,0.1036,6.7577
629,0.2817,0.5403,0.1271,0.0545,0.2905,0.0722,6.4070
630,0.1889,0.6213,0.1051,0.0452,0.3415,0.1193,6.7623
631,0.3121,0.6152,0.1097,0.0496,0.3582,0.0872,6.5386
632,0.3071,0.6782,0.1346,0.0429,0.2747,0.0961,6.3736
633,0.3034,0.5579,0.1361,0.0532,0.2481,0.1012,6.4958
634,0.2722,0.5574,0.1386,0.0470,0.2100,0.0887,6.7495
635,0.3942,0.5078,0.1138,0.0476,0.2225,0.1059,6.5770
636,0.3122,0.7960,0.1153,0.0558,0.3141,0.0907,6.7114
637,0.3682,0.6626,0.1225,0.0420,0.3161,0.1077,7.4602
638,0.3645,0.6704,0.1247,0.0505,0.2575,0.1045,6.8433
639,0.3285,0.6951,0.1255,0.0460,0.3130,0.1226,6.5873
640,0.3184,0.6480,0.1294,0.0537,0.2763,0.0985,7.2162
641,0.3758,0.4774,0.0756,0.0532,0.2525,0.0925,24.0000
642,0.3155,0.5952,0.1106,0.0566,0.3793,0.1215,7.1210
643,0.2820,0.6576,0.1193,0.0584,0.3038,0.0995,6.8819
644,0.2686,0.6693,0.1463,0.0474,0.3027,0.0757,6.9833
645,0.3384,0.5108,0.1505,0.0508,0.2094,0.0801,6.7949
646,0.2881,0.6965,0.0929,0.0493,0.3199,0.0901,6.9352
647,0.2843,0.6301,0.1256,0.0663,0.2295,0.1114,7.0297
648,0.2509,0.6071,0.1604,0.0577,0.1590,0.0965,6.0333
649,0.3133,0.5365,0.1102,0.0439,0.2920,0.0932,6.3256
650,0.2901,0.6356,0.1050,0.0581,0.2123,0.1059,6.4937
651,0.3688,0.5438,0.1084,0.0402,0.3610,0.1090,6.4151
652,0.2853,0.5163,0.1466,0.0530,0.1969,0.1031,6.7680
653,0.3001,0.6414,0.1181,0.0515,0.2887,0.0897,6.7909
654,0.3072,0.5967,0.1080,0.0426,0.2901,0.1120,5.9520
655,0.2766,0.7184,0.1360,0.0448,0.3352,0.0856,6.5665
656,0.3848,0.5619,0.1162,0.0380,0.2387,0.0829,6.5824
657,0.2197,0.6930,0.1138,0.0456,0.2541,0.1108,7.0844
658,0.2822,0.7412,0.1482,0.0598,0.2922,0.0783,6.9985
659,0.2821,0.6170,0.0870,0.0479,0.2895,0.0863,6.6957
660,0.3733,0.6202,0.1080,0.0674,0.1920,0.0866,6.7667
661,0.2741,0.3991,0.1246,0.0561,0.2475,0.1214,6.5688
662,0.3522,0.4663,0.1199,0.0617,0.3624,0.1193,6.6817
663,0.3080,0.5450,0.1393,0.0449,0.2851,0.0698,6.1524
664,0.3780,0.6052,0.1238,0.0340,0.2786,0.1303,6.3125
665,0.1957,0.5858,0.1107,0.0485,0.2285,0.0802,6.0878
666,0.3281,0.5958,0.1344,0.0421,0.3042,0.0935,6.7244
667,0.3410,0.6029,0.1138,0.0378,0.2826,0.1115,6.5044
668,0.2971,0.4445,0.0965,0.0530,0.3332,0.0954,6.0291
669,0.2833,0.4623,0.1151,0.0642,0.2923,0.0978,6.8195
670,0.2833,0.6293,0.1235,0.0533,0.2195,0.1104,6.8787
671,0.1994,0.3607,0.1042,0.0610,0.2809,0.1100,6.4792
672,0.3392,0.5436,0.1097,0.0528,0.3051,0.1085,6.7589
673,0.2786,0.6977,0.1283,0.0578,0.1751,0.1149,5.9330
674,0.3093,0.5412,0.1221,0.0465,0.2672,0.1028,6.6915
675,0.2646,0.3758,0.1062,0.0540,0.2451,0.1063,6.2432
676,0.2582,0.7036,0.1494,0.0492,0.2779,0.1142,6.3597
677,0.2613,0.7005,0.1360,0.0463,0.2478,0.1052,6.2802
678,0.2778,0.5794,0.0762,0.0544,0.3117,0.1158,6.1890
679,0.2429,0.5275,0.0968,0.0652,0.2394,0.0954,6.5283
680,0.3203,0.7292,0.1006,0.0565,0.2862,0.0826,6.8203
681,0.2375,0.7446,0.1070,0.0575,0.3342,0.0908,6.5046
682,0.3058,0.5064,0.1361,0.0513,0.2482,0.0898,6.7536
683,0.2352,0.7509,0.1060,0.0485,0.2414,0.1242,6.9518
684,0.3582,0.6584,0.1216,0.0626,0.3077,0.1065,6.9872
685,0.3329,0.6249,0.1170,0.0381,0.3660,0.0806,6.1164
686,0.2681,0.7733,0.1419,0.0455,0.2911,0.0996,6.2261
687,0.2850,0.6262,0.1410,0.0410,0.1855,0.0764,6.6541
688,0.3036,0.6134,0.1227,0.0473,0.2228,0.1068,6.7322
689,0.3259,0.7119,0.0977,0.0325,0.2052,0.1320,6.4316
690,0.3179,0.5986,0.1331,0.0741,0.2583,0.0975,6.5005
691,0.3110,0.6468,0.1026,0.0599,0.3281,0.1067,6.7220
692,0.2893,0.4521,0.1318,0.0427,0.2589,0.1149,6.2140
693,0.2765,0.6772,0.1534,0.0448,0.3263,0.0902,6.8849
694,0.3218,0.4976,0.1385,0.0635,0.2822,0.1040,6.2559
695,0.3804,0.6057,0.0970,0.0557,0.2186,0.0897,6.0078
696,0.3619,0.7989,0.1086,0.0451,0.2557,0.0915,7.0280
697,0.3656,0.5093,0.1279,0.0365,0.3440,0.0987,6.4720
698,0.3689,0.5905,0.1447,0.0581,0.3496,0.0880,6.8167
699,0.3166,0.5826,0.1474,0.0446,0.3221,0.1204,6.1478
700,0.2564,0.5187,0.1102,0.0529,0.2727,0.1012,6.3742
701,0.2963,0.6436,0.1334,0.0441,0.2752,0.0886,6.6278
702,0.2354,0.6859,0.1321,0.0491,0.2513,0.0932,6.4473
703,0.2305,0.7470,0.1792,0.0408,0.2310,0.1087,6.9189
704,0.2292,0.4271,0.1298,0.0351,0.3398,0.0926,6.4791
705,0.2999,0.5496,0.1174,0.0478,0.3323,0.0986,6.6360
706,0.2762,0.5429,0.1067,0.0501,0.3571,0.1167,6.7208
707,0.3751,0.6912,0.1237,0.0488,0.2339,0.1037,6.6817
708,0.2287,0.4844,0.1549,0.0516,0.3009,0.1030,6.3840
709,0.3208,0.6975,0.1144,0.0538,0.3231,0.0928,6.8532
710,0.2667,0.6543,0.1134,0.0586,0.2479,0.1253,6.5730
711,0.2622,0.5187,0.1319,0.0436,0.3558,0.1192,6.7868
712,0.2360,0.5978,0.1069,0.0364,0.2979,0.1330,6.4473
713,0.3364,0.7156,0.1027,0.0475,0.2913,0.1071,6.4568
714,0.3097,0.5904,0.1371,0.0380,0.2563,0.0924,6.5290
715,0.3325,0.5435,0.1693,0.0447,0.3153,0.1153,7.0099
716,0.2908,0.5253,0.1154,0.0550,0.2851,0.1087,6.7528
717,0.2602,0.5158,0.1459,0.0464,0.2135,0.1279,6.2596
718,0.2580,0.6871,0.0996,0.0435,0.3240,0.0877,7.4523
719,0.3044,0.8416,0.1223,0.0504,0.2531,0.0967,6.7182
720,0.2989,0.6695,0.0971,0.0431,0.1921,0.1226,6.6009
721,0.2994,0.5948,0.1381,0.0524,0.3157,0.0975,6.6615
722,0.2975,0.4324,0.1396,0.0382,0.2382,0.1101,6.4725
723,0.3366,0.7535,0.1535,0.0604,0.2705,0.1307,6.6413
724,0.2961,0.6897,0.1162,0.0491,0.2652,0.1205,5.9965
725,0.3573,0.6954,0.1187,0.0542,0.2393,0.1166,7.6997
726,0.2586,0.7257,0.1190,0.0475,0.2595,0.0972,6.3319
727,0.2389,0.7496,0.1197,0.0541,0.2930,0.1072,6.3048
728,0.2573,0.6570,0.1380,0.0414,0.2557,0.0840,6.8293
729,0.3155,0.6030,0.1083,0.0526,0.2813,0.0888,6.7495
730,0.2701,0.6857,0.1313,0.0448,0.3047,0.1010,6.5258
731,0.2589,0.4504,0.0996,0.0526,0.3307,0.0906,6.5307
732,0.3155,0.6703,0.1280,0.0592,0.3122,0.0886,6.8927
733,0.1946,0.5839,0.1204,0.0543,0.2673,0.1125,6.9293
734,0.2622,0.5511,0.1247,0.0537,0.2860,0.1125,6.2355
735,0.3349,0.7050,0.1400,0.0532,0.2700,0.1060,6.7866
736,0.2286,0.5455,0.1193,0.0461,0.2408,0.0965,6.3654
737,0.3031,0.5956,0.1231,0.0574,0.2857,0.1061,6.3044
738,0.1673,0.5640,0.1322,0.0475,0.2538,0.0814,6.7137
739,0.2763,0.6221,0.1404,0.0540,0.3742,0.0980,7.0518
740,0.3312,0.5410,0.1209,0.0458,0.2370,0.1045,6.3479
741,0.3756,0.5333,0.1102,0.0507,0.2582,0.1008,6.4465
742,0.2360,0.3829,0.0968,0.0614,0.2987,0.1023,6.2386
743,0.2935,0.6269,0.0950,0.0440,0.2426,0.1189,6.3039
744,0.3528,0.5581,0.1691,0.0494,0.2814,0.1203,6.9934
745,0.3423,0.5038,0.1404,0.0626,0.2757,0.0927,6.2901
746,0.3458,0.6265,0.1201,0.0407,0.3481,0.1131,6.7883
747,0.3664,0.5144,0.1359,0.0425,0.3393,0.0959,7.0612
748,0.2813,0.6359,0.1406,0.0432,0.2841,0.0874,6.9281
749,0.2728,0.5664,0.1164,0.0587,0.2363,0.0996,6.4516
750,0.2753,0.5291,0.1171,0.0515,0.2150,0.1035,6.1363
751,0.3007,0.8052,0.1026,0.0495,0.2693,0.1147,6.6996
752,0.2196,0.4550,0.1232,0.0519,0.3248,0.0919,6.6663
753,0.2521,0.7166,0.1187,0.0449,0.2875,0.1261,6.4918
